Timestamp,Reading,Machine_ID_Machine_1,Machine_ID_Machine_2,Machine_ID_Machine_3,Machine_ID_Machine_4,Machine_ID_Machine_5,Sensor_ID_Sensor_1,Sensor_ID_Sensor_2,Sensor_ID_Sensor_3,Hour,DayOfWeek,Month
2023-01-01 00:00:00,109.93428306022464,1,0,0,0,0,1,0,0,0,6,1
2023-01-01 00:00:00,97.23471397657629,1,0,0,0,0,0,1,0,0,6,1
2023-01-01 00:00:00,112.95377076201383,1,0,0,0,0,0,0,1,0,6,1
2023-01-01 00:00:00,130.46059712816052,0,1,0,0,0,1,0,0,0,6,1
2023-01-01 00:00:00,95.31693250553327,0,1,0,0,0,0,1,0,0,6,1
2023-01-01 00:00:00,95.31726086101641,0,1,0,0,0,0,0,1,0,6,1
2023-01-01 00:00:00,131.58425631014782,0,0,1,0,0,1,0,0,0,6,1
2023-01-01 00:00:00,115.3486945830582,0,0,1,0,0,0,1,0,0,6,1
2023-01-01 00:00:00,90.61051228130094,0,0,1,0,0,0,0,1,0,6,1
2023-01-01 00:00:00,110.8512008717193,0,0,0,1,0,1,0,0,0,6,1
2023-01-01 00:00:00,90.73164614375077,0,0,0,1,0,0,1,0,0,6,1
2023-01-01 00:00:00,90.68540492859486,0,0,0,1,0,0,0,1,0,6,1
2023-01-01 00:00:00,104.83924543132069,0,0,0,0,1,1,0,0,0,6,1
2023-01-01 00:00:00,61.73439510684404,0,0,0,0,1,0,1,0,0,6,1
2023-01-01 00:00:00,65.50164334973934,0,0,0,0,1,0,0,1,0,6,1
2023-01-01 01:00:00,88.75424941518055,1,0,0,0,0,1,0,0,1,6,1
2023-01-01 01:00:00,79.74337759331152,1,0,0,0,0,0,1,0,1,6,1
2023-01-01 01:00:00,106.28494665190549,1,0,0,0,0,0,0,1,1,6,1
2023-01-01 01:00:00,81.83951848957578,0,1,0,0,0,1,0,0,1,6,1
2023-01-01 01:00:00,71.75392597329417,0,1,0,0,0,0,1,0,1,6,1
2023-01-01 01:00:00,129.31297537843108,0,1,0,0,0,0,0,1,1,6,1
2023-01-01 01:00:00,95.4844739902693,0,0,1,0,0,1,0,0,1,6,1
2023-01-01 01:00:00,101.35056409375849,0,0,1,0,0,0,1,0,1,6,1
2023-01-01 01:00:00,71.50503627573087,0,0,1,0,0,0,0,1,1,6,1
2023-01-01 01:00:00,89.11234550949635,0,0,0,1,0,1,0,0,1,6,1
2023-01-01 01:00:00,102.21845179419729,0,0,0,1,0,0,1,0,1,6,1
2023-01-01 01:00:00,76.98012845155395,0,0,0,1,0,0,0,1,1,6,1
2023-01-01 01:00:00,107.51396036691344,0,0,0,0,1,1,0,0,1,6,1
2023-01-01 01:00:00,87.9872262016239,0,0,0,0,1,0,1,0,1,6,1
2023-01-01 01:00:00,94.16612500413449,0,0,0,0,1,0,0,1,1,6,1
2023-01-01 02:00:00,87.96586775541206,1,0,0,0,0,1,0,0,2,6,1
2023-01-01 02:00:00,137.04556369017877,1,0,0,0,0,0,1,0,2,6,1
2023-01-01 02:00:00,99.73005550524132,1,0,0,0,0,0,0,1,2,6,1
2023-01-01 02:00:00,78.84578142088199,0,1,0,0,0,1,0,0,2,6,1
2023-01-01 02:00:00,116.45089824206377,0,1,0,0,0,0,1,0,2,6,1
2023-01-01 02:00:00,75.58312700057955,0,1,0,0,0,0,0,1,2,6,1
2023-01-01 02:00:00,104.1772719000951,0,0,1,0,0,1,0,0,2,6,1
2023-01-01 02:00:00,60.80659752240449,0,0,1,0,0,0,1,0,2,6,1
2023-01-01 02:00:00,73.4362790220314,0,0,1,0,0,0,0,1,2,6,1
2023-01-01 02:00:00,103.93722471738243,0,0,0,1,0,1,0,0,2,6,1
2023-01-01 02:00:00,114.7693315999082,0,0,0,1,0,0,1,0,2,6,1
2023-01-01 02:00:00,103.4273656237994,0,0,0,1,0,0,0,1,2,6,1
2023-01-01 02:00:00,97.6870343522352,0,0,0,0,1,1,0,0,2,6,1
2023-01-01 02:00:00,93.97792608821423,0,0,0,0,1,0,1,0,2,6,1
2023-01-01 02:00:00,70.42956019265145,0,0,0,0,1,0,0,1,2,6,1
2023-01-01 03:00:00,85.60311583210583,1,0,0,0,0,1,0,0,3,6,1
2023-01-01 03:00:00,90.78722458080424,1,0,0,0,0,0,1,0,3,6,1
2023-01-01 03:00:00,121.1424445243783,1,0,0,0,0,0,0,1,3,6,1
2023-01-01 03:00:00,106.87236579136923,0,1,0,0,0,1,0,0,3,6,1
2023-01-01 03:00:00,64.73919689274533,0,1,0,0,0,0,1,0,3,6,1
2023-01-01 03:00:00,106.48167938789592,0,1,0,0,0,0,0,1,3,6,1
2023-01-01 03:00:00,92.29835439167368,0,0,1,0,0,1,0,0,3,6,1
2023-01-01 03:00:00,86.46155999388083,0,0,1,0,0,0,1,0,3,6,1
2023-01-01 03:00:00,112.23352577681736,0,0,1,0,0,0,0,1,3,6,1
2023-01-01 03:00:00,120.61999044991902,0,0,0,1,0,1,0,0,3,6,1
2023-01-01 03:00:00,118.625602382324,0,0,0,1,0,0,1,0,3,6,1
2023-01-01 03:00:00,83.21564953554724,0,0,0,1,0,0,0,1,3,6,1
2023-01-01 03:00:00,93.81575248297571,0,0,0,0,1,1,0,0,3,6,1
2023-01-01 03:00:00,106.62526862807128,0,0,0,0,1,0,1,0,3,6,1
2023-01-01 03:00:00,119.51090254244718,0,0,0,0,1,0,0,1,3,6,1
2023-01-01 04:00:00,90.4165152430942,1,0,0,0,0,1,0,0,4,6,1
2023-01-01 04:00:00,96.28682046672364,1,0,0,0,0,0,1,0,4,6,1
2023-01-01 04:00:00,77.87330051987944,1,0,0,0,0,0,0,1,4,6,1
